time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,timestamp,datetimes
2022-09-01 00:00:00,20134.71,19920.23,20050.28,2224.58,44588097.78,20064.48,direct,,1661990400,2022-09-01
2022-09-01 01:00:00,20178.99,20054.57,20064.48,1446.65,29109867.05,20125.58,direct,,1661994000,2022-09-01
2022-09-01 02:00:00,20204.51,20071.51,20125.58,1274.55,25685516.54,20120.59,direct,,1661997600,2022-09-01
2022-09-01 03:00:00,20179.47,19933.81,20120.59,1518.48,30478859.54,20023.82,direct,,1662001200,2022-09-01
2022-09-01 04:00:00,20092.85,19995.16,20023.82,740.1,14831994.18,20056.09,direct,,1662004800,2022-09-01
2022-09-01 05:00:00,20136.68,20036.26,20056.09,978.01,19648274.9,20043.57,direct,,1662008400,2022-09-01
2022-09-01 06:00:00,20053.64,19951.53,20043.57,1249.3,24989425.55,19980.49,direct,,1662012000,2022-09-01
2022-09-01 07:00:00,19980.49,19805.27,19980.49,2083.59,41461367.37,19892.83,direct,,1662015600,2022-09-01
2022-09-01 08:00:00,19936.54,19826.29,19892.83,1576.92,31371078.46,19929.17,direct,,1662019200,2022-09-01
2022-09-01 09:00:00,19980.11,19834.07,19929.17,1457.6,29011323.78,19936.07,direct,,1662022800,2022-09-01
2022-09-01 10:00:00,20030.28,19918.75,19936.07,1228.43,24543550.96,20020.4,direct,,1662026400,2022-09-01
2022-09-01 11:00:00,20121.3,19979.16,20020.4,1381.9,27694748.03,20076.12,direct,,1662030000,2022-09-01
2022-09-01 12:00:00,20095.38,19891.48,20076.12,1564.45,31280169.48,19998.79,direct,,1662033600,2022-09-01
2022-09-01 13:00:00,20039.24,19909.82,19998.79,2325.4,46451444.85,19970.62,direct,,1662037200,2022-09-01
2022-09-01 14:00:00,19981.36,19664.95,19970.62,5412.06,107464982.33,19698.71,direct,,1662040800,2022-09-01
2022-09-01 15:00:00,19840.65,19656.13,19698.71,2246.9,44383524.01,19783.38,direct,,1662044400,2022-09-01
2022-09-01 16:00:00,19820.73,19571.05,19783.38,3222.17,63422382.87,19660.45,direct,,1662048000,2022-09-01
2022-09-01 17:00:00,19942.0,19638.9,19660.45,2731.7,54057818.2,19724.2,direct,,1662051600,2022-09-01
2022-09-01 18:00:00,19936.51,19705.67,19724.2,2318.89,45976337.95,19814.83,direct,,1662055200,2022-09-01
2022-09-01 19:00:00,19905.97,19783.81,19814.83,1472.85,29209328.95,19872.08,direct,,1662058800,2022-09-01
2022-09-01 20:00:00,20095.47,19847.09,19872.08,2144.94,42895087.41,20072.9,direct,,1662062400,2022-09-01
2022-09-01 21:00:00,20158.2,20041.79,20072.9,1556.35,31262768.42,20087.57,direct,,1662066000,2022-09-01
2022-09-01 22:00:00,20176.37,20070.35,20087.57,1920.6,38618676.33,20077.94,direct,,1662069600,2022-09-01
2022-09-01 23:00:00,20148.0,20058.19,20077.94,894.89,17984931.78,20129.93,direct,,1662073200,2022-09-01
2022-09-02 00:00:00,20136.12,20051.29,20129.93,1168.91,23474922.84,20072.5,direct,,1662076800,2022-09-02
2022-09-02 01:00:00,20090.42,20012.4,20072.5,830.51,16649677.28,20047.58,direct,,1662080400,2022-09-02
2022-09-02 02:00:00,20078.4,19958.4,20047.58,1189.21,23782803.97,20031.83,direct,,1662084000,2022-09-02
2022-09-02 03:00:00,20233.08,20029.83,20031.83,1859.72,37529732.93,20159.45,direct,,1662087600,2022-09-02
2022-09-02 04:00:00,20291.07,20143.16,20159.45,1064.67,21513989.27,20159.53,direct,,1662091200,2022-09-02
2022-09-02 05:00:00,20170.28,20082.61,20159.53,775.89,15614920.55,20125.9,direct,,1662094800,2022-09-02
